reference_area,measure,sex,age,education_level,domain,ref_area,measure_1,unit_measure,unit_of_measure,age_1,sex_1,education_lev,domain_1,year,year_1,value,observation_value,obs_status,observation_status,unit_mult,unit_multiplier,decimals,decimals_1,base_per,base_period
Estonia,11_1,_T,YOUNG,Total,HSL_11,EST,Life satisfaction,0_TO_10,0-10 scale,Young,Total,_T,Subjective well-being,2023,,7.557557722,,A,Normal value,0,Units,2,Two,,
Estonia,11_1,_T,_T,Primary education,HSL_11,EST,Life satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_1,Subjective well-being,2024,,6.9,,A,Normal value,0,Units,2,Two,,
Estonia,11_1,_T,_T,Secondary education,HSL_11,EST,Life satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_2_3,Subjective well-being,2024,,6.9,,A,Normal value,0,Units,2,Two,,
Estonia,11_1,_T,_T,Tertiary education,HSL_11,EST,Life satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_5T8,Subjective well-being,2024,,7.3,,A,Normal value,0,Units,2,Two,,
Estonia,11_1,_T,_T,Total,HSL_11,EST,Life satisfaction,0_TO_10,0-10 scale,Total,Total,_T,Subjective well-being,2024,,7.1,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,F,_T,Total,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2023,,5.707042858,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,M,_T,Total,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2023,,6.795148854,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,_T,MID,Total,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2023,,3.997075061,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,_T,OLD,Total,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2023,,8.820142211,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,_T,YOUNG,Total,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2023,,3.032185708,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,_T,_T,Primary education,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,8.081796489,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,_T,_T,Secondary education,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2023,,7.158874225,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,_T,_T,Tertiary education,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2023,,4.547598349,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_DEP,_T,_T,Total,HSL_11,EST,Life satisfaction score less than 5,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Subjective well-being,2023,,6.201746277,,A,Normal value,0,Units,2,Two,,
Estonia,11_1_VER,_T,_T,Total,HSL_11,EST,Top life satisfaction scores quintile,FCTR_Q1_SCR_LIFE_SATISFACTION,Factor of lowest life satisfaction scores quintile,Total,Total,_T,Subjective well-being,2023,,2.165434214,,A,Normal value,0,Units,2,Two,,
Estonia,11_2,F,_T,Total,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2023,,10.4519796,,A,Normal value,0,Units,2,Two,,
Estonia,11_2,M,_T,Total,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2023,,6.707959353,,D,Definition differs,0,Units,2,Two,,
Estonia,11_2,_T,MID,Total,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2023,,8.922684376,,A,Normal value,0,Units,2,Two,,
Estonia,11_2,_T,OLD,Total,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2023,,10.07656432,,A,Normal value,0,Units,2,Two,,
Estonia,11_2,_T,YOUNG,Total,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2023,,6.937243663,,D,Definition differs,0,Units,2,Two,,
Estonia,11_2,_T,_T,Primary education,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,10.22787528,,D,Definition differs,0,Units,2,Two,,
Estonia,11_2,_T,_T,Secondary education,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2023,,9.899688122,,A,Normal value,0,Units,2,Two,,
Estonia,11_2,_T,_T,Tertiary education,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2023,,6.740651193,,A,Normal value,0,Units,2,Two,,
Estonia,11_2,_T,_T,Total,HSL_11,EST,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Subjective well-being,2023,,8.769276337,,A,Normal value,0,Units,2,Two,,
Estonia,11_3,F,_T,Total,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2024,,25.0,,A,Normal value,0,Units,2,Two,,
Estonia,11_3,M,_T,Total,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2024,,20.0,,D,Definition differs,0,Units,2,Two,,
Estonia,11_3,_T,MID,Total,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2024,,16.71428571,,A,Normal value,0,Units,2,Two,,
Estonia,11_3,_T,OLD,Total,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2024,,26.0,,A,Normal value,0,Units,2,Two,,
Estonia,11_3,_T,YOUNG,Total,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2024,,16.6,,A,Normal value,0,Units,2,Two,,
Estonia,11_3,_T,_T,Primary education,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,23.16214094,,D,Definition differs,0,Units,2,Two,,
Estonia,11_3,_T,_T,Secondary education,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2024,,24.6,,A,Normal value,0,Units,2,Two,,
Estonia,11_3,_T,_T,Tertiary education,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2024,,16.2,,A,Normal value,0,Units,2,Two,,
Estonia,11_3,_T,_T,Total,HSL_11,EST,Feelings of physical pain,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Subjective well-being,2024,,23.0,,A,Normal value,0,Units,2,Two,,
Estonia,1_1,_T,_T,Total,HSL_1,EST,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",Total,Total,_T,Income and wealth,2023,,27867.0,,A,Normal value,0,Units,2,Two,2022.0,
Estonia,1_2,_T,_T,Total,HSL_1,EST,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,Total,Total,_T,Income and wealth,2022,,5.562415092,,A,Normal value,0,Units,2,Two,,
Estonia,1_3,_T,_T,Total,HSL_1,EST,Median net wealth,USD_HH_PPP,"US dollars per household, PPP converted",Total,Total,_T,Income and wealth,2021,,118188.0,,A,Normal value,0,Units,2,Two,2022.0,
Estonia,1_3_VER,_T,_T,Total,HSL_1,EST,Top wealthiest households decile,PT_B90_S14,Percentage of household wealth,Total,Total,_T,Income and wealth,2021,,59.05101776,,A,Normal value,0,Units,2,Two,,
Estonia,1_4,_T,_T,Total,HSL_1,EST,Household disposable income below the relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2022,,16.1673258,,A,Normal value,0,Units,2,Two,,
Estonia,1_5,_T,_T,Total,HSL_1,EST,Difficulty making ends meet,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Income and wealth,2024,,9.9,,A,Normal value,0,Units,2,Two,,
Estonia,1_6,_T,_T,Total,HSL_1,EST,Equivalised liquid financial assets below three months of the annual national relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2021,,41.94996953,,D,Definition differs,0,Units,2,Two,,
Estonia,2_1,F,_T,Total,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Female,_T,Work and job quality,2024,,82.507,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,M,_T,Total,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Male,_T,Work and job quality,2024,,84.321,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,_T,MID,Total,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,85.755,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,_T,OLD,Total,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Old,Total,_T,Work and job quality,2024,,75.739,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,_T,YOUNG,Total,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Young,Total,_T,Work and job quality,2024,,35.382,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,_T,_T,Primary education,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2023,,69.25153351,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,_T,_T,Secondary education,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2023,,81.36427307,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,_T,_T,Tertiary education,HSL_2,EST,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2023,,89.81989288,,A,Normal value,0,Units,2,Two,,
Estonia,2_1,_T,_T,Total,HSL_2,EST,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,Total,Total,_T,Work and job quality,2024,,83.415,,A,Normal value,0,Units,2,Two,,
Estonia,2_2,_T,_T,Total,HSL_2,EST,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,Total,Total,_T,Work and job quality,2022,,21.42459655,,A,Normal value,0,Units,2,Two,,
Estonia,2_3,F,_T,Total,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Female,_T,Work and job quality,2024,,1.819970928,,A,Normal value,0,Units,2,Two,,
Estonia,2_3,M,_T,Total,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Male,_T,Work and job quality,2024,,1.885925746,,A,Normal value,0,Units,2,Two,,
Estonia,2_3,_T,MID,Total,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,1.715736009,,A,Normal value,0,Units,2,Two,,
Estonia,2_3,_T,OLD,Total,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Old,Total,_T,Work and job quality,2024,,2.515261153,,A,Normal value,0,Units,2,Two,,
Estonia,2_3,_T,YOUNG,Total,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Young,Total,_T,Work and job quality,2024,,1.491900534,,A,Normal value,0,Units,2,Two,,
Estonia,2_3,_T,_T,Primary education,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2021,,3.401417799,,D,Definition differs,0,Units,2,Two,,
Estonia,2_3,_T,_T,Secondary education,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2021,,1.810488571,,D,Definition differs,0,Units,2,Two,,
Estonia,2_3,_T,_T,Tertiary education,HSL_2,EST,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2021,,0.905791854,,D,Definition differs,0,Units,2,Two,,
Estonia,2_3,_T,_T,Total,HSL_2,EST,Long-term unemployment rate,PT_LF,Percentage of labour force,Total,Total,_T,Work and job quality,2024,,1.852892468,,A,Normal value,0,Units,2,Two,,
Estonia,2_4,F,_T,Total,HSL_2,EST,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,Total,Female,_T,Work and job quality,2023,,9.5702038,,A,Normal value,0,Units,2,Two,,
Estonia,2_4,M,_T,Total,HSL_2,EST,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,Total,Male,_T,Work and job quality,2023,,12.707814,,A,Normal value,0,Units,2,Two,,
Estonia,2_4,_T,_T,Total,HSL_2,EST,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,Total,Total,_T,Work and job quality,2023,,11.128612,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,F,_T,Total,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Female,_T,Work and job quality,2016,,5.027250767,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,M,_T,Total,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Male,_T,Work and job quality,2016,,5.812746048,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,_T,MID,Total,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Middle-aged,Total,_T,Work and job quality,2016,,4.872455597,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,_T,OLD,Total,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Old,Total,_T,Work and job quality,2016,,5.107373238,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,_T,YOUNG,Total,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Young,Total,_T,Work and job quality,2016,,6.292822361,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,_T,_T,Primary education,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2016,,9.205752373,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,_T,_T,Secondary education,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2016,,4.704661369,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,_T,_T,Tertiary education,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2016,,2.684030056,,A,Normal value,0,Units,2,Two,,
Estonia,2_5,_T,_T,Total,HSL_2,EST,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,Total,Total,_T,Work and job quality,2016,,5.416583061,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,F,_T,Total,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Female,_T,Work and job quality,2015,,20.35498428,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,M,_T,Total,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Male,_T,Work and job quality,2015,,26.11449051,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,_T,MID,Total,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Middle-aged,Total,_T,Work and job quality,2015,,20.62812424,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,_T,OLD,Total,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Old,Total,_T,Work and job quality,2015,,25.36117935,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,_T,YOUNG,Total,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Young,Total,_T,Work and job quality,2015,,25.72069931,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,_T,_T,Primary education,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2015,,26.16096497,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,_T,_T,Secondary education,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2015,,43.50271988,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,_T,_T,Tertiary education,HSL_2,EST,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2015,,5.691789627,,A,Normal value,0,Units,2,Two,,
Estonia,2_6,_T,_T,Total,HSL_2,EST,Job strain,PT_SAL,Percentage of employees,Total,Total,_T,Work and job quality,2015,,23.00360489,,A,Normal value,0,Units,2,Two,,
Estonia,2_7,F,_T,Total,HSL_2,EST,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Female,_T,Work and job quality,2024,,1.3,,A,Normal value,0,Units,2,Two,,
Estonia,2_7,M,_T,Total,HSL_2,EST,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Male,_T,Work and job quality,2024,,2.71,,A,Normal value,0,Units,2,Two,,
Estonia,2_7,_T,MID,Total,HSL_2,EST,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,2.16,,A,Normal value,0,Units,2,Two,,
Estonia,2_7,_T,OLD,Total,HSL_2,EST,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Old,Total,_T,Work and job quality,2024,,0.39,,A,Normal value,0,Units,2,Two,,
Estonia,2_7,_T,YOUNG,Total,HSL_2,EST,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Young,Total,_T,Work and job quality,2024,,1.38,,A,Normal value,0,Units,2,Two,,
Estonia,2_7,_T,_T,Total,HSL_2,EST,Long hours in paid work,PT_SAL,Percentage of employees,Total,Total,_T,Work and job quality,2024,,1.96,,A,Normal value,0,Units,2,Two,,
Estonia,2_8,_T,_T,Total,HSL_2,EST,Average annual gross earnings,USD_PPP,"US dollars, PPP converted",Total,Total,_T,Work and job quality,2023,,37403.843,,A,Normal value,0,Units,2,Two,2023.0,
Estonia,2_8_DEP,_T,_T,Total,HSL_2,EST,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,Total,Total,_T,Work and job quality,2023,,19.01055278,,A,Normal value,0,Units,2,Two,,
Estonia,2_8_VER,_T,_T,Total,HSL_2,EST,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,Total,Total,_T,Work and job quality,2023,,3.426440164,,A,Normal value,0,Units,2,Two,,
Estonia,2_9,F,_T,Total,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Total,Female,_T,Work and job quality,2023,,7.658977982,,A,Normal value,0,Units,2,Two,,
Estonia,2_9,M,_T,Total,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Total,Male,_T,Work and job quality,2023,,7.648470737,,A,Normal value,0,Units,2,Two,,
Estonia,2_9,_T,MID,Total,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Middle-aged,Total,_T,Work and job quality,2023,,7.675356249,,A,Normal value,0,Units,2,Two,,
Estonia,2_9,_T,OLD,Total,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Old,Total,_T,Work and job quality,2023,,7.697647777,,A,Normal value,0,Units,2,Two,,
Estonia,2_9,_T,YOUNG,Total,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Young,Total,_T,Work and job quality,2023,,7.451742979,,D,Definition differs,0,Units,2,Two,,
Estonia,2_9,_T,_T,Primary education,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_1,Work and job quality,2023,,7.582352368,,D,Definition differs,0,Units,2,Two,,
Estonia,2_9,_T,_T,Secondary education,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_2_3,Work and job quality,2023,,7.649186106,,A,Normal value,0,Units,2,Two,,
Estonia,2_9,_T,_T,Tertiary education,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Total,Total,ISCED11_5T8,Work and job quality,2023,,7.670735021,,A,Normal value,0,Units,2,Two,,
Estonia,2_9,_T,_T,Total,HSL_2,EST,Job satisfaction,0_TO_10,0-10 scale,Total,Total,_T,Work and job quality,2023,,7.653774192,,A,Normal value,0,Units,2,Two,,
Estonia,3_1,_T,_T,Total,HSL_3,EST,Households living in overcrowded conditions,PT_HH,Percentage of households,Total,Total,_T,Housing,2022,,12.59832829,,A,Normal value,0,Units,2,Two,,
Estonia,3_2,_T,_T,Total,HSL_3,EST,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,Total,Total,_T,Housing,2023,,76.47109331,,A,Normal value,0,Units,2,Two,,
Estonia,3_3,_T,_T,Total,HSL_3,EST,Housing cost overburden,PT_HH,Percentage of households,Total,Total,_T,Housing,2022,,11.02662459,,A,Normal value,0,Units,2,Two,,
Estonia,3_4,_T,_T,Total,HSL_3,EST,Households with internet access at home,PT_HH,Percentage of households,Total,Total,_T,Housing,2021,,90.8716,,A,Normal value,0,Units,2,Two,,
Estonia,3_5,_T,_T,Total,HSL_3,EST,Inability to keep home adequately warm,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Housing,2024,,3.6,,A,Normal value,0,Units,2,Two,,
Estonia,4_1,F,_T,Total,HSL_4,EST,Time off,H_D,Hours per day,Total,Female,_T,Work-life balance,2009,,14.55,,A,Normal value,0,Units,2,Two,,
Estonia,4_1,M,_T,Total,HSL_4,EST,Time off,H_D,Hours per day,Total,Male,_T,Work-life balance,2009,,15.41666667,,A,Normal value,0,Units,2,Two,,
Estonia,4_1,_T,_T,Total,HSL_4,EST,Time off,H_D,Hours per day,Total,Total,_T,Work-life balance,2009,,14.98333333,,A,Normal value,0,Units,2,Two,,
Estonia,4_3,_T,_T,Total,HSL_4,EST,Gender gap in working hours,MN_D,Minutes per day,Total,Total,_T,Work-life balance,2009,,67.74465346,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,F,_T,Total,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Total,Female,_T,Work-life balance,2022,,7.19786589,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,M,_T,Total,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Total,Male,_T,Work-life balance,2022,,6.998497756,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,_T,MID,Total,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Middle-aged,Total,_T,Work-life balance,2022,,6.572363621,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,_T,OLD,Total,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Old,Total,_T,Work-life balance,2022,,7.527188119,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,_T,YOUNG,Total,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Young,Total,_T,Work-life balance,2022,,6.968888642,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,_T,_T,Primary education,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,ISCED11_1,Work-life balance,2022,,7.363173609,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,_T,_T,Secondary education,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,ISCED11_2_3,Work-life balance,2022,,7.134037146,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,_T,_T,Tertiary education,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,ISCED11_5T8,Work-life balance,2022,,6.978546654,,A,Normal value,0,Units,2,Two,,
Estonia,4_4,_T,_T,Total,HSL_4,EST,Satisfaction with time use,0_TO_10,0-10 scale,Total,Total,_T,Work-life balance,2022,,7.107068021,,A,Normal value,0,Units,2,Two,,
Estonia,4_4_DEP,F,_T,Total,HSL_4,EST,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Work-life balance,2022,,10.05038162,,A,Normal value,0,Units,2,Two,,
Estonia,4_4_DEP,M,_T,Total,HSL_4,EST,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Work-life balance,2022,,11.03096896,,A,Normal value,0,Units,2,Two,,
Estonia,4_4_DEP,_T,MID,Total,HSL_4,EST,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Work-life balance,2022,,14.50440066,,A,Normal value,0,Units,2,Two,,
Estonia,4_4_DEP,_T,OLD,Total,HSL_4,EST,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Work-life balance,2022,,7.862742991,,A,Normal value,0,Units,2,Two,,
Estonia,4_4_DEP,_T,YOUNG,Total,HSL_4,EST,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Work-life balance,2022,,9.883425396,,A,Normal value,0,Units,2,Two,,
Estonia,4_4_DEP,_T,_T,Primary education,HSL_4,EST,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Work-life balance,2022,,9.100035237,,A,Normal value,0,Units,2,Two,,
